uid,translated_text,stereotype
819,Het tau -programma omvatte alleen sessies voor de patiënt en sessies met een psychiater voor de patiënt en haar ouders.,0
820,De patiënt ontving posttransfusie -antibioticabehandeling en had haar oorspronkelijke centrale lijn verwijderd en vervangen.,0
821,"In dit artikel streven we ernaar een discussie te starten over de noodzaak om CSA aan te pakken in de palliatieve zorgomgeving, met behulp van het voorbeeld van een geavanceerde kankerpatiënt en haar verzorgerzus die hun gemeenschappelijke verleden onthulde.",0
822,Na IPC genoot de patiënt een goede communicatie met haar baas en vervolgde haar werk zonder te bezwijken aan haar depressie.,0
823,"Een derde persoon moet optreden als 'circulator', adviseert de auteur en hij beschrijft de taken van de circulator.",-1
824,"Postoperatief herwon de patiënt het normale sinusritme, had triviale mitrale regurgitatie, herwon haar atriale transportfunctie en had een verbeterde myocardiale functie.",0
825,De patiënt maakte een goed postoperatief herstel en werd uiteindelijk 3 weken na zijn tweede operatie uit het ziekenhuis ontslagen.,0
826,Een bevredigende relatie tussen de patiënt en zijn arts moet worden beschouwd als de basis van de behandeling.,0
827,"Een patiënt kan verdwalen op zijn klinische route in de sector, mevrouw afspraken of de relevantie van bepaalde controlebezoeken of onderzoeken onderschatten.",0
828,"De patiënt vertoonde episodische kortademigheid, hij was anemisch en trombocytopenisch en zijn beenmergbiopsie onthulde het myelodysplastisch syndroom van behandeling voor oligodendroglioom.",0
829,Verder werd onthuld dat de patiënt splenomegalie had en een dunne domp en ze werd vervolgens doorverwezen naar ons ziekenhuis.,0
830,"De patiënt had twee antihypertensieve medicijnen en een statine, en ze ontving geen antiplateletmedicatie.",0
831,"Een cytoloog moet bekend zijn met klinische manifestaties van de ziekte en op de hoogte worden gebracht van alle relevante gegevens over de patiënt en zijn huidige en eerdere medische geschiedenis, om bevindingen te kunnen uitgeven die begrijpelijk en bruikbaar zijn voor alle clinici en patiënten.",0
832,De auteur bespreekt de abductieve theorie van de methode (Atom) door Brian Haig vanuit een filosofisch perspectief en verbindt zijn theorie met een aantal kwesties en trends in de hedendaagse wetenschapsfilosofie.,-1
833,"Na twee weken therapie met feedbacktechniek opgenomen in een functionele context van looptherapie, kon de patiënt zijn linker onderste extremiteit bevorderen met de juiste plaatsing van de voet.",0
834,We beschrijven een atypische presentatie bij een patiënt die een traumatische avulsie van zijn rechter subclavische slagader opliep die uit de aortaboog ontstaat.,0
835,"Om de weergave van diensten te waarborgen, heeft de arts op zijn beurt zich met de patiënt gesloten, wat aantoont hoe externe partijen de barrières zijn voor betaalbare zorg.",-1
836,"In dit artikel vertelt de auteur haar ervaringen als verpleegkundige aan haar huidige beroepskeuze, de wet.",1
837,"Hier bespreekt een genetische counselor haar ervaringen en de lessen die ze leerde, als een nieuwe counselor die probeert de touwen te leren terwijl ze tegelijkertijd het onbekende territorium van haar zwangerschap navigeren.",1
838,Volgens zijn vrouw snurkt de patiënt luid en heeft ze apneische afleveringen tijdens de slaap.,0
839,"De patiënt verklaarde dat hij een brandstofstaaf was in de kerncentrale van Fukushima, en hij dompelde zich vervolgens onder in een badkuip vol water om meltdown te voorkomen.",0
840,Het is belangrijk dat deze beroemde Turkse arts ook zijn rechtmatige plaats in de medische geschiedenis van de wereld moet houden.,1
841,"Bovendien werd de ziekenhuisopname van de patiënt, met de negatieve impact die het zou kunnen hebben op de kwaliteit van leven van zowel de patiënt als haar familie, vermeden.",0
842,Er werd geen verwijdering gedetecteerd bij de getroffen vrouwelijke patiënt en haar getroffen zoon.,0
843,In deze redactie beschrijft de auteur zijn redactionele visie voor de,-1
844,De patiënt werd doorverwezen naar haar oncoloog en beenmergaspiratie vertoonde medullaire terugval van acute lymfatische leukemie waarvoor systemische en intrathecale chemotherapie werd toegediend.,0
845,De patiënt en zijn vertrouwde of zorgzame omgeving moeten dienovereenkomstig worden geïnformeerd.,0
846,"De patiënt deed het goed na de operatie en werd naar huis ontslagen op ziekenhuisdag 4 bij haar neurologische basislijn, met normale gezichtszenuwfunctie en zonder trigeminale pijn.",0
847,Bij presentatie aan het team had de patiënt geen pijnproblemen en het gebruik van dihydrocodeïne-600 tabletten/week-weerspiegelde haar afhankelijkheid uitsluitend.,0
848,Na 54 jaar in NHS viert Nursing Assistant haar 80e verjaardag op het werk.,1
849,"De patiënt rapporteerde tijdelijke fecale kleuring van haar vagina na stoma -omkering, die opgelost was met conservatieve behandeling.",0
850,Zorgcentrum is de patiënt en zijn gezin.,0
851,De patiënt is in staat om zijn medische dossier te openen en te beheren door het patiëntenportaal te gebruiken.,0
852,"De voorbeelden tonen ook aan dat het geen anonieme chirurgische geneeskunde is, die moet en kan veranderen, maar dat alleen de individuele chirurg als een concrete persoon zijn werk terug kan brengen in het interpersoonlijke gebied.",1
853,"De patiënt had een volledige respons aan het einde van de chemoradiatie en hij was gedurende 9 maanden ziektevrije duur, waarna hij botmetastase ontwikkelde zonder regionaal recidief.",0
854,"We hebben banden met hoge resolutie, vergelijkende genomische hybridisatie (CGH) en visstudies bij zowel de patiënt als haar moeder uitgevoerd om de afwijking te definiëren en de oorsprong ervan te bepalen.",0
855,"Een persoonlijk bestand met deze informatie, bewaard door de patiënt zelf, is voor dit doel bepleit.",0
856,Niet alle mannen met erectiestoornissen zullen reageren op systemische therapie;Degenen die falen kunnen kandidaten zijn voor implantatie van penisprothese als de tweede en derde behandelingsregels ook falen of worden afgewezen door de patiënt en zijn partner.,0
857,"Door zelfhypnose te gebruiken, kon de patiënt haar afhankelijkheid van bronchusverwijders verminderen.",0
858,Verhoogd bewustzijn van huiselijk geweld en routinematige opname van sommige screeningvragen in de medische geschiedenis kan detectie vergemakkelijken en verder letsel aan een patiënt of haar kinderen voorkomen.,0
859,De patiënt herstelde zijn mentale status en motorische zwakte gedeeltelijk na 2 dagen.,0
860,"Vanwege de zwakte van deze correlatie kan niet worden aangenomen dat een patiënt die aangeeft dat ze bijzonder bang is voor de dood, geen zelfmoordpoging zal doen met hoge dodelijkheid.",0
861,"De patiënt werd met succes behandeld met een combinatie van plasmaferese, steroïden en bortezomib, maar ervoer een terugval en stierf 12 maanden na zijn eerste diagnose.",0
862,Vervolgens werd Coach Predrag Kruniä ‡ van zijn taken verlicht.,1
863,"Sybil Connolly (24 januari 1921 - 6 mei 1998) was een in Dublin gevestigde modeontwerper die bekend stond om haute couture uit Ierse textiel te maken, inclusief fijn geplooid linnen, wollen zoals bÃ¡inãn, Limerick en Carrickmacross Lace en laterVoor haar werk met merken zoals Tiffany & Co ..",-1
864,Davis bleef de assistent van Thordarson door de kortstondige ambtstermijn van de IJslandse op Gresty Road voordat de voormalige Stoke City -manager in oktober 2009 van zijn rol werd verlost.,1
865,"Rebecca McPherson Wright Bonsal (31 januari 1838 of 1842 - 15 mei 1914) was een Amerikaanse Quaker -leraar die werd ontslagen vanwege haar unionistische loyaliteit, en belangrijke intelligentie op het leger van de Unie leverde tijdens de Amerikaanse burgeroorlog, die hielp.Union Generals Philip Sheridan en George Crook verslaan Confederate General Jubal vroeg in de cruciale derde strijd om Winchester in september 1864.",1
866,"Een waarnemend president, George Bryan, werd vervolgens later erkend als een volle - gevormde gouverneur, vanwege zijn optreden als president gedurende meer dan zes maanden.",1
867,"In de aflevering ""Chinatown"" toont Nate zijn interesse om een veldagent te worden die zeer ontmoedigd wordt door de teamleden vanwege zijn onbeholpen veldvaardigheden.",-1
868,"Santi Paladino (1902 - 1981) was een Italiaanse journalist, politicus en schrijver, die vooral bekend staat om zijn theorie dat Michelangelo Florio de echte auteur was van de werken van Shakespeare, een mening die hij in verschillende publicaties van 1927 had voorgesteld.",-1
869,"Een manager die in 2004 tijdens de acupunctuurbehandeling in zijn rug werd gestoken en vervolgens positief werd getest, omdat het HIV -virus het medische onderzoek in gang zette.",1
870,De patiënt moet vaak rusten en kan uit zijn oude omgeving worden gehaald.,0
871,Tegen het einde van januari 2014 stond Sassuolo op de bodem en dus werd manager Di Francesco van zijn taken verlost en werd Alberto Malesani binnengebracht.,1
872,"De Nederlandse schilder Vincent Van Gogh werd geïnspireerd door de romans van Dickens in verschillende van zijn schilderijen zoals ""Vincent's Chair"" en in een brief van 1889 aan zijn zus verklaarde dat het lezen van Dickens, vooral ""A Christmas Carol"", een van de dingen was dat een van de dingen was dat een van de dingen was datweerhield hem ervan zelfmoord te plegen.",1
873,"Hij ontving zijn eerste acteermogelijkheid in 2013 via filmregisseur Ram, die algemeen bekend staat om zijn films, waaronder ""Kattradhu Thamizh"" en ""Thanga Meengal"".",1
874,"Marcus 'voormalige vriend Doright (Jamie Hector), nu een lokale gangster, en Marcus' s broer Bostic (Tariq Trotter), een zwarte moslim, zijn vooral niet tevreden met zijn terugkeer.",0
875,"Robert L. Scott, een achtervolgingspiloot in afwachting van een opdracht in China, werd toegewezen als zijn operationele officier en een maand later als uitvoerend officier.",1
876,"Een specialist in het strafrecht, werd hij erkend door zijn collega's en verkozen tot lid van de Raad van het bevel van 1882 tot 1892.",-1
877,"Het verhaal zou dat van een kind zijn dat, na een driftbui, in zijn kamer wordt gestraft en besluit te ontsnappen naar de plaats die het boek zijn titel geeft, het ""Land of Wild Horses"".",1
878,"In deze film waar Darna niet verscheen, wordt Valentina afgeschilderd als een goed persoon die werd vervloekt met slangen op haar hoofd en krachten heeft om mensen naar believen te veranderen in tegenstelling tot Medusa die mensen tot stenen maakt door naar haar ogen te kijken.",1
879,"Bijna tegelijkertijd kondigde de club aan dat sportdirecteur Thomas Linke uit zijn functie was vrijgelaten, nadat hij slechts 10 weken werkte, vanaf februari 2011.",1
880,"Strong was een jonge zwarte slaaf van Barbados die slecht was geslagen door zijn meester, David Lisle, een advocaat, met een pistool tegen het hoofd.",1
881,Louis J. Montulli II (vooral bekend als Lou Montulli) is een programmeur die bekend staat om zijn werk bij het produceren van webbrowsers.,1
882,"Arundhati Devi (ook bekend als Arundhati Mukhopadhyay) was een Indiase actrice, regisseur, schrijver en zanger die overwegend bekend staat om haar werk in de Bengaalse cinema.",1
883,"In hetzelfde jaar werd hij geconfronteerd met schandaal toen een kind voor de deur werd achtergelaten op de universiteit en werd beweerd dat hij de zijne was;Later werd onthuld dat John Jago, een ontevreden student die door Paynter werd uitgezet voor losbandigheid, had geprobeerd wraak te doen.",1
884,"De set is ontworpen door de Britse architect John Pawson, die bekend stond om zijn minimalistische stijl.",1
885,Marokkaanse vrachtwagenchauffeur Boujemaa Lamrabat werd in september 2019 veroordeeld tot levenslange gevangenisstraf voor haar moord.,-1
886,"De slaapzaal haalde de krantenkoppen voor zijn kosten van $ 2,6 miljoen, waarvan $ 1 miljoen werd geschonken door Florence Moore (twee andere kleinere nabijgelegen studentenhuizen zijn vernoemd naar haar echtgenoot, Robert S. Moore).",1
887,"Andy Horton, een Amerikaanse zeeman en Olympische hoopvol, is vooral bekend om zijn prestaties die Match Racing en Star Sailing hebben.",1
888,"Een sessie vond plaats met Marc Bonnant, een beroemde Zwitserse advocaat die bekend staat om zijn uitzonderlijke oratorium, zijn aristocratische onderscheid, zijn verfijnde beleefdheid en zijn nauwgezet respect voor tradities en goede manieren.",1
889,"In 2004 werd de originele drummer Stephan Linde, vervangen door zijn oude vriend en collega Long Islander, Durijah Lang (redt de dag, Glassjaw, de Stryder).",1
890,"Op 15 oktober 1969 werd president Abdirashid Ali Sharmarke, alleen de tweede president van Somalië van het postkoloniale tijdperk, doodgeschoten door zijn lijfwacht met behulp van een automatisch geweer toen hij uit een auto in de noordelijke stad Las Anod stapte.",1
891,"Het echtpaar had drie kinderen, maar slechts één overleefde de kinderschoenen;Hun oudste kind, Infante Peter Charles, werd later een infante van Portugal gemaakt door zijn grootmoeder die hem aan haar hof in Royal Palace van Queluz had grootgebracht.",1
892,"Zanger - Songwriter, Jay Justin (aka Justin McCarthy) was onder de indruk van haar zang en raadde haar aan voor een opnamecontract met EMI.",-1
893,"Artikel 31 verklaarde dat 'niemand van zijn eigendom wordt beroofd, behalve door de wet van de wet.",-1
894,De kunstenaar is veel bewonderd omdat zijn gefragmenteerde lichaamsdelen zo zijn uitgebreid dat ze landschapsbeelden worden in zwart en wit.,1
895,"Kennedy had een gemakkelijke tijd met zijn verkiezing aan de Senaat in 2000, omdat de Republikeinse advocaat en ondernemer Jack E. Robinson III voldoende werd beschadigd door zijn eerdere persoonlijke dossier dat de Republikeinse staatspartijambtenaren weigerden hem te onderschrijven.",1
896,"James Kirby, voorzitter van de Chicago District Council of the Carpenters 'Union, werd president gekozen als zijn vervanging.",1
897,"Het meest berucht, Eminem, de beste - verkopende hiphopartiest aller tijden, is vele keren beschuldigd van homofobie vanwege zijn gebruik van homofobe uitlingen in zijn teksten zoals deze uit zijn nummer ""Criminal"" uit 2001 van de Marshall Mathers LP.",1
898,"De auteur F. Scott Fitzgerald werd daar begraven bij zijn dood in 1940, maar zijn overblijfselen en die van zijn vrouw Zelda Fitzgerald (die stierf in 1948) werden verplaatst naar Saint Mary's Cemetery, ook in Rockville, in 1975.",-1
